StockID,TradeVolume,Transaction,TradeValue,Open,Max,Min,Close,Change,date
0050,5510347,7159,731825252,132.4,133.6,131.6,133.4,0.6,2021-03-22
0051,30693,32,1480344,47.9,48.4,47.72,48.4,0.45,2021-03-22
0052,877431,626,109146412,123.75,125.0,123.0,124.5,0.6,2021-03-22
0053,15003,17,978245,64.75,65.6,64.7,65.5,0.2,2021-03-22
0054,18000,16,555070,30.76,31.0,30.58,31.0,0.21,2021-03-22
0055,82389,71,1568508,19.01,19.13,18.95,19.11,0.06,2021-03-22
0056,10071687,6588,338241480,33.6,33.69,33.44,33.6,0.0,2021-03-22
0057,22000,4,1982300,89.65,90.15,89.65,90.15,0.4,2021-03-22
0061,161970,102,3811076,23.52,23.65,23.37,23.58,0.06,2021-03-22
006203,8000,6,498700,62.0,62.55,62.0,62.55,0.25,2021-03-22
006204,2235,4,178976,80.0,80.4,80.0,80.4,-0.3,2021-03-22
006205,1330297,202,51072762,38.1,38.6,38.0,38.35,0.26,2021-03-22
006206,177584,78,6899293,38.5,39.1,38.5,38.62,0.12,2021-03-22
006207,109000,27,3323030,30.58,30.78,30.25,30.55,0.35,2021-03-22
006208,1772130,1958,135518670,76.35,76.85,75.7,76.75,0.4,2021-03-22
00625K,22000,4,194020,8.86,8.86,8.81,8.81,-0.04,2021-03-22
00631L,9306003,1143,909572177,108.9,111.2,107.75,110.85,1.8,2021-03-22
00632R,102497918,5407,639386753,6.27,6.3,6.2,6.21,-0.04,2021-03-22
00633L,8995017,2148,604899083,66.5,68.25,65.9,66.85,0.95,2021-03-22
00634R,577000,65,2282840,3.98,3.98,3.93,3.95,-0.05,2021-03-22
00635U,555720,212,13034162,23.46,23.53,23.39,23.51,0.12,2021-03-22
00636,1227164,343,33493096,27.2,27.52,27.11,27.3,0.13,2021-03-22
00636K,100,1,957,9.57,9.57,9.57,9.57,-0.04,2021-03-22
00637L,52962813,9314,1397398335,26.11,26.78,25.9,26.37,0.39,2021-03-22
00638R,980000,129,7871270,8.07,8.08,7.94,8.02,-0.06,2021-03-22
00639,1633171,370,26308673,16.09,16.26,16.0,16.1,0.03,2021-03-22
00640L,942800,93,27896003,29.61,30.02,29.46,29.8,-0.5,2021-03-22
00641R,399000,102,4224990,10.6,10.63,10.54,10.56,0.05,2021-03-22
00642U,18650649,3121,195082753,10.4,10.54,10.4,10.48,0.15,2021-03-22
00643,1273496,391,22356980,17.56,17.69,17.49,17.61,0.05,2021-03-22
00643K,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
00645,250189,33,6491894,25.96,26.02,25.81,25.94,-0.32,2021-03-22
00646,538259,266,18303627,33.96,34.09,33.95,34.07,-0.01,2021-03-22
00647L,27400,20,1492400,54.2,54.7,54.15,54.5,-0.25,2021-03-22
00648R,667000,61,5318900,7.98,8.0,7.96,7.97,0.01,2021-03-22
00650L,821000,62,25265040,30.69,31.15,30.47,30.78,0.21,2021-03-22
00651R,133000,22,922190,6.98,6.98,6.88,6.93,-0.01,2021-03-22
00652,313574,100,8027151,25.63,25.68,25.49,25.64,0.34,2021-03-22
00653L,1263550,502,44329393,35.17,35.38,34.84,34.86,0.38,2021-03-22
00654R,268000,67,2633550,9.86,9.86,9.75,9.8,-0.13,2021-03-22
00655L,4866103,1145,241995171,49.4,50.6,48.94,49.67,0.66,2021-03-22
00656R,144000,25,1058960,7.36,7.4,7.3,7.34,-0.04,2021-03-22
00657,22000,4,786150,35.72,35.82,35.72,35.82,-0.57,2021-03-22
00657K,100,1,1256,12.56,12.56,12.56,12.56,-0.26,2021-03-22
00660,36250,11,989010,27.32,27.32,27.26,27.26,-0.18,2021-03-22
00661,18000,4,656640,36.46,36.69,36.45,36.69,-0.52,2021-03-22
00662,317274,154,15022087,47.16,47.45,47.03,47.34,0.53,2021-03-22
00663L,81000,21,7947250,96.65,98.9,96.0,98.9,1.55,2021-03-22
00664R,4757000,467,33687230,7.13,7.16,7.04,7.05,-0.06,2021-03-22
00665L,49000,34,1334840,26.93,27.5,26.68,27.1,0.42,2021-03-22
00666R,84000,3,898520,10.63,10.7,10.63,10.7,-0.14,2021-03-22
00668,46206,51,1550095,33.7,33.7,33.44,33.57,-0.38,2021-03-22
00668K,100,1,1178,11.78,11.78,11.78,11.78,-0.13,2021-03-22
00669R,4450000,423,38436780,8.63,8.66,8.62,8.62,0.07,2021-03-22
00670L,708821,287,57427392,80.65,81.55,80.15,81.3,1.65,2021-03-22
00671R,4817020,347,30601937,6.38,6.39,6.32,6.34,-0.08,2021-03-22
00673R,568500,172,10739870,18.99,19.0,18.8,18.9,-0.25,2021-03-22
00674R,250000,64,3461760,13.86,13.9,13.82,13.82,-0.1,2021-03-22
00675L,466046,208,19631328,41.51,42.53,41.17,42.35,0.66,2021-03-22
00676R,8490000,295,32844300,3.88,3.9,3.84,3.86,-0.02,2021-03-22
00677U,221565078,10032,587849451,2.63,2.71,2.6,2.64,-0.14,2021-03-22
00678,234919,60,6731123,28.52,28.7,28.52,28.69,0.55,2021-03-22
00680L,117000,42,2512870,21.29,21.57,21.29,21.57,0.3,2021-03-22
00681R,308000,62,4518150,14.67,14.72,14.63,14.64,-0.11,2021-03-22
00682U,336450,94,6175969,18.3,18.45,18.3,18.33,0.03,2021-03-22
00683L,1369000,329,23615350,17.21,17.29,17.18,17.23,0.11,2021-03-22
00684R,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
00685L,5000,5,185080,37.0,37.28,36.75,37.05,0.51,2021-03-22
00686R,159000,18,668820,4.22,4.24,4.18,4.18,-0.04,2021-03-22
00688L,169000,13,3652540,21.35,21.64,21.35,21.63,0.39,2021-03-22
00689R,282000,26,4348630,15.49,15.49,15.38,15.41,-0.08,2021-03-22
00690,117435,14,3647435,30.85,31.1,30.85,31.1,0.18,2021-03-22
00692,1743910,1156,58131250,33.3,33.48,33.05,33.42,0.11,2021-03-22
00693U,977000,272,21062990,21.56,21.59,21.52,21.58,0.34,2021-03-22
00700,152286,17,3098666,20.3,20.4,20.3,20.35,0.1,2021-03-22
00701,14964332,3079,330700215,22.08,22.15,22.01,22.12,0.08,2021-03-22
00702,93115,19,1846304,19.62,19.89,19.62,19.87,-0.06,2021-03-22
00703,132143,44,3511648,26.45,26.68,26.45,26.5,0.0,2021-03-22
00706L,17000,9,278620,16.36,16.42,16.36,16.4,0.04,2021-03-22
00707R,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
00708L,1284220,377,32278198,25.14,25.26,24.97,25.22,0.29,2021-03-22
00709,108361,15,2431037,22.41,22.43,22.39,22.43,-0.07,2021-03-22
00710B,318671,147,5916417,18.48,18.59,18.48,18.59,0.12,2021-03-22
00711B,148120,18,2962070,20.0,20.0,19.97,20.0,-0.01,2021-03-22
00712,3426789,1450,48658808,14.29,14.3,14.18,14.19,-0.1,2021-03-22
00713,59921,77,2280210,37.86,38.21,37.73,38.21,0.35,2021-03-22
00714,87037,34,1712347,19.65,19.69,19.64,19.69,-0.26,2021-03-22
00715L,59980870,5368,407636023,6.72,6.89,6.7,6.84,0.19,2021-03-22
00717,706465,187,11929206,16.87,16.9,16.86,16.88,0.05,2021-03-22
00728,1164331,657,31404938,27.01,27.14,26.8,27.0,-0.02,2021-03-22
00730,418577,198,8538973,20.47,20.47,20.31,20.41,0.2,2021-03-22
00731,272739,22,14467005,52.7,53.1,52.7,53.05,0.35,2021-03-22
00732,100000,2,3990000,39.9,39.9,39.9,39.9,0.19,2021-03-22
00733,310785,73,10161736,32.32,32.84,32.17,32.84,1.22,2021-03-22
00735,189452,47,6368264,33.58,33.79,33.49,33.76,0.15,2021-03-22
00736,108000,9,2546720,23.6,23.67,23.5,23.56,0.06,2021-03-22
00737,921845,146,30531447,33.05,33.25,33.04,33.19,0.37,2021-03-22
00738U,2587097,611,69558756,27.06,27.06,26.71,26.88,-0.29,2021-03-22
00739,185017,52,5088494,27.3,27.75,27.3,27.55,0.25,2021-03-22
00742,134601,40,2833571,20.95,21.15,20.95,21.15,0.18,2021-03-22
00743,12907,13,366034,28.28,28.46,28.28,28.29,0.25,2021-03-22
00752,927251,518,29137319,31.33,31.58,31.25,31.41,0.26,2021-03-22
00753L,536000,225,21874100,40.6,41.31,40.29,40.67,0.65,2021-03-22
00757,1208047,479,56012909,46.09,46.49,46.09,46.41,0.62,2021-03-22
00762,107328,97,3989785,37.17,37.32,36.99,37.26,0.56,2021-03-22
00763U,300600,119,8095261,26.71,27.1,26.71,26.99,0.27,2021-03-22
00770,340165,35,11279866,33.12,33.28,33.06,33.25,0.3,2021-03-22
00771,17200,14,328882,19.15,19.15,19.1,19.1,0.06,2021-03-22
00774B,2000,2,78760,39.38,39.38,39.38,39.38,0.08,2021-03-22
00774C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
00775B,2000,2,81680,40.84,40.84,40.84,40.84,0.43,2021-03-22
00783,576611,18,12436735,21.6,21.6,21.5,21.57,0.27,2021-03-22
008201,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
00830,1610009,437,43398671,26.74,27.05,26.74,26.97,0.27,2021-03-22
00850,1055037,887,34355273,32.45,32.75,32.27,32.72,0.23,2021-03-22
00851,32026,12,926624,28.77,29.05,28.77,29.05,0.38,2021-03-22
00852L,1118000,179,20950390,18.73,18.79,18.67,18.77,-0.38,2021-03-22
00861,1121478,327,30839809,27.45,27.57,27.37,27.54,0.06,2021-03-22
00865B,106000,6,3963610,37.26,37.4,37.26,37.4,0.22,2021-03-22
00875,792997,209,24302234,30.45,30.73,30.45,30.72,0.29,2021-03-22
00876,2321775,734,64177900,27.65,27.71,27.5,27.71,0.06,2021-03-22
00878,4072612,2107,72084152,17.67,17.76,17.61,17.74,0.07,2021-03-22
00881,30098790,10089,521702954,17.33,17.42,17.19,17.4,0.07,2021-03-22
00882,7010518,2139,113676144,16.11,16.27,16.11,16.24,0.13,2021-03-22
01001T,39000,12,732650,18.59,18.9,18.59,18.9,0.06,2021-03-22
01002T,6000,5,112380,18.73,18.73,18.73,18.73,-0.01,2021-03-22
01003T,61000,17,1193310,19.56,19.57,19.55,19.56,0.01,2021-03-22
01004T,11000,9,198220,18.05,18.05,17.96,17.96,-0.02,2021-03-22
01007T,54182,9,1131390,20.88,20.89,20.88,20.88,0.0,2021-03-22
01009T,57000,38,541280,9.5,9.6,9.48,9.6,0.09,2021-03-22
01010T,84000,26,909490,10.83,10.85,10.82,10.82,0.0,2021-03-22
020000,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
020002,2000,1,41280,20.64,20.64,20.64,20.64,0.09,2021-03-22
020004,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
020006,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
020007,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
020008,58000,5,675830,11.65,11.66,11.65,11.66,0.0,2021-03-22
020011,65000,17,376830,5.72,5.84,5.62,5.82,0.0,2021-03-22
020012,2000,2,12610,6.32,6.32,6.29,6.29,-0.03,2021-03-22
020015,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
020016,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
020018,84000,5,1130110,13.45,13.5,13.45,13.47,0.07,2021-03-22
020019,79000,16,1048200,13.2,13.3,13.2,13.28,0.02,2021-03-22
02001L,36000,5,466070,12.93,13.03,12.93,13.03,0.32,2021-03-22
02001R,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
020020,608000,141,3992270,6.56,6.59,6.5,6.58,0.02,2021-03-22
020022,6358000,923,36113140,5.6,5.72,5.58,5.72,0.12,2021-03-22
03005X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03006X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03007X,17000,4,372000,21.8,22.0,21.8,22.0,0.1,2021-03-22
03009X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03010Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03010X,1000,1,65500,65.5,65.5,65.5,65.5,0.0,2021-03-22
03011Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03012Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03012X,9000,2,134100,14.9,14.9,14.9,14.9,0.7,2021-03-22
03013Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03013X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03014Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03014X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03015Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03015X,12000,3,441500,36.8,36.8,36.7,36.8,0.0,2021-03-22
03016Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03016X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03017Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03017X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03018Q,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03019Q,20000,1,12600,0.63,0.63,0.63,0.63,0.0,2021-03-22
03019X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03020X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03022X,7000,7,233700,32.6,34.0,32.6,34.0,1.8,2021-03-22
03026X,14000,2,104300,7.45,7.45,7.45,7.45,0.0,2021-03-22
03027X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03028X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03029X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03033X,46000,3,265450,5.75,5.95,5.75,5.9,0.25,2021-03-22
03035X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03038X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03039X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03042P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03047X,9000,1,93600,10.4,10.4,10.4,10.4,0.0,2021-03-22
03049P,80000,3,5600,0.07,0.07,0.07,0.07,0.0,2021-03-22
03049X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03050X,8000,2,38510,4.81,4.82,4.81,4.82,0.02,2021-03-22
03052F,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03052X,3000,3,68100,22.2,23.2,22.2,23.2,0.0,2021-03-22
03053F,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03053P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03054F,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03055F,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03056F,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03057F,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03058F,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03059F,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03060F,30000,1,106500,3.55,3.55,3.55,3.55,-0.27,2021-03-22
03060X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03061F,5000,1,9100,1.82,1.82,1.82,1.82,-0.07,2021-03-22
03063P,311000,3,3110,0.01,0.01,0.01,0.01,0.0,2021-03-22
03064X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03074X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03075X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03093P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03093X,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03096P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03099P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03100P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03102P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03104P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03105P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03114P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03120P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03128P,10000,2,20000,2.0,2.0,2.0,2.0,0.0,2021-03-22
03130P,3000,1,840,0.28,0.28,0.28,0.28,0.0,2021-03-22
03131P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03134P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03138P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03167P,150000,1,4500,0.03,0.03,0.03,0.03,0.0,2021-03-22
03169P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03171P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03193P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03194P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03195P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03196P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03201P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03211P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03212P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03220P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03226P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03248P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03249P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03250P,1000,1,140,0.14,0.14,0.14,0.14,0.0,2021-03-22
03253P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03254P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03255P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03261P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03262P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03263P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03264P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03265P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03266P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03273P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03274P,90000,4,16100,0.19,0.19,0.17,0.18,-0.01,2021-03-22
03277P,172000,2,1720,0.01,0.01,0.01,0.01,0.0,2021-03-22
03281P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03289P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03300P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03301P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03306P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03307P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03308P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03309P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03317P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03318P,290000,6,20300,0.07,0.07,0.07,0.07,0.0,2021-03-22
03325P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03326P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03327P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03336P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03337P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03338P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03340P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03342P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03343P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03344P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03345P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03370P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03394P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03395P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03396P,13000,1,260,0.02,0.02,0.02,0.02,0.0,2021-03-22
03397P,131000,3,1310,0.01,0.01,0.01,0.01,0.0,2021-03-22
03398P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03400P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03405P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03417P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03437P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03463P,20000,2,11400,0.57,0.57,0.57,0.57,0.0,2021-03-22
03467P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03468P,720000,9,60400,0.09,0.1,0.08,0.08,-0.03,2021-03-22
03476P,20000,1,2400,0.12,0.12,0.12,0.12,-0.04,2021-03-22
03482B,7606000,268,10513860,1.46,1.54,1.27,1.3,-0.14,2021-03-22
03483B,347000,42,927920,2.72,2.81,2.57,2.59,-0.13,2021-03-22
03483P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03484B,90000,24,289210,3.28,3.35,3.1,3.1,-0.14,2021-03-22
03484P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03485B,85000,9,258570,3.2,3.2,3.01,3.01,-0.13,2021-03-22
03486B,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03487B,361000,29,760250,2.2,2.28,2.03,2.03,-0.15,2021-03-22
03488B,79000,10,169750,2.2,2.27,2.03,2.04,-0.13,2021-03-22
03489B,391000,16,1046940,2.72,2.79,2.55,2.55,-0.14,2021-03-22
03490B,60000,2,134100,2.27,2.27,2.2,2.2,-0.12,2021-03-22
03491B,23000,5,80760,3.59,3.65,3.48,3.48,-0.08,2021-03-22
03492B,60000,1,148200,2.47,2.47,2.47,2.47,0.05,2021-03-22
03493B,101000,21,331210,3.36,3.4,3.17,3.17,-0.19,2021-03-22
03494B,15000,2,45250,3.11,3.11,2.97,2.97,-0.06,2021-03-22
03495B,4000,2,5800,1.48,1.48,1.44,1.44,-0.02,2021-03-22
03496B,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03497B,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03498B,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03499B,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03500B,26000,4,108290,4.18,4.23,4.13,4.13,-0.15,2021-03-22
03501B,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03503P,38000,3,16470,0.43,0.44,0.43,0.44,0.02,2021-03-22
03504P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03506P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03538P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03539P,26000,1,30420,1.17,1.17,1.17,1.17,0.0,2021-03-22
03541P,20000,1,3800,0.19,0.19,0.19,0.19,0.0,2021-03-22
03547P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03552P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03553P,58000,5,64730,1.12,1.13,1.09,1.09,-0.09,2021-03-22
03554P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03568P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03574P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03575P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03576P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03577P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03578P,150000,4,39400,0.27,0.27,0.26,0.26,0.0,2021-03-22
03593P,100000,1,20000,0.2,0.2,0.2,0.2,0.01,2021-03-22
03607P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03622P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03623P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03624P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03629P,20000,2,3000,0.15,0.15,0.15,0.15,0.0,2021-03-22
03631P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03632P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03634P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03640P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03642P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03643P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03644P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03646P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03648P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03650P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03657P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03658P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03659P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03660P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03661P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03664P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03666P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03668P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03669C,1000,1,7450,7.45,7.45,7.45,7.45,0.0,2021-03-22
03670P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03671P,620000,8,6200,0.01,0.01,0.01,0.01,-0.01,2021-03-22
03672P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03675C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03675P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03676C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03677C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03679C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03683P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03684C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03685P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03686C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03693P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03694C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03694P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03695P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03697P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03700C,13000,1,68900,5.3,5.3,5.3,5.3,0.0,2021-03-22
03705C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03706P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
03707C,8000,3,263200,32.9,32.9,32.9,32.9,-0.1,2021-03-22
03707P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-22
