StockID,TradeVolume,Transaction,TradeValue,Open,Max,Min,Close,Change,date
03264P,1000,1,40,0.04,0.04,0.04,0.04,0.0,2021-03-23
03265P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03266P,10000,10,100,0.01,0.01,0.01,0.01,0.0,2021-03-23
03273P,25000,2,8750,0.35,0.35,0.35,0.35,0.0,2021-03-23
03274P,225000,5,38500,0.16,0.18,0.16,0.18,0.0,2021-03-23
03277P,499000,2,4990,0.01,0.01,0.01,0.01,0.0,2021-03-23
03281P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03289P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03300P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03301P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03306P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03307P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03308P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03309P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03317P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03318P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03325P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03326P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03327P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03336P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03337P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03338P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03340P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03342P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03343P,250000,1,7500,0.03,0.03,0.03,0.03,0.0,2021-03-23
03344P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03345P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03370P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03394P,1000,1,10,0.01,0.01,0.01,0.01,0.0,2021-03-23
03395P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03396P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03397P,170000,4,3110,0.01,0.02,0.01,0.02,0.01,2021-03-23
03398P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03400P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03405P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03417P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03437P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03463P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03467P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03468P,10000,1,800,0.08,0.08,0.08,0.08,0.0,2021-03-23
03476P,7000,2,700,0.1,0.1,0.1,0.1,-0.02,2021-03-23
03482B,5706000,186,7127960,1.24,1.34,1.17,1.32,0.02,2021-03-23
03483B,541000,47,1369930,2.52,2.62,2.46,2.62,0.03,2021-03-23
03483P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03484B,120000,22,371160,3.05,3.15,2.99,3.15,0.05,2021-03-23
03484P,1000,1,50,0.05,0.05,0.05,0.05,0.0,2021-03-23
03485B,76000,8,226580,2.95,3.0,2.91,3.0,-0.01,2021-03-23
03486B,6000,2,14750,2.45,2.5,2.45,2.5,0.0,2021-03-23
03487B,236000,20,472390,1.94,2.07,1.93,2.07,0.04,2021-03-23
03488B,87000,15,173020,1.99,2.07,1.93,2.07,0.03,2021-03-23
03489B,108000,16,271350,2.47,2.6,2.45,2.6,0.05,2021-03-23
03490B,10000,1,22100,2.21,2.21,2.21,2.21,0.01,2021-03-23
03491B,73000,14,247470,3.37,3.47,3.35,3.47,-0.01,2021-03-23
03492B,2000,1,4580,2.29,2.29,2.29,2.29,-0.18,2021-03-23
03493B,130000,19,410770,3.12,3.21,3.06,3.21,0.04,2021-03-23
03494B,20000,2,57500,2.85,2.9,2.85,2.9,-0.07,2021-03-23
03495B,6000,4,8470,1.41,1.43,1.4,1.43,-0.01,2021-03-23
03496B,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03497B,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03498B,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03499B,8000,4,28740,3.57,3.66,3.57,3.66,0.0,2021-03-23
03500B,10000,2,40850,4.04,4.13,4.04,4.13,0.0,2021-03-23
03501B,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03503P,138000,3,55470,0.4,0.43,0.4,0.43,-0.01,2021-03-23
03504P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03506P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03538P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03539P,40000,2,42800,1.07,1.07,1.07,1.07,-0.1,2021-03-23
03541P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03547P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03552P,210000,3,54700,0.26,0.27,0.26,0.27,0.0,2021-03-23
03553P,7000,1,7700,1.1,1.1,1.1,1.1,0.01,2021-03-23
03554P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03568P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03574P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03575P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03576P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03577P,30000,2,12400,0.4,0.42,0.4,0.42,0.0,2021-03-23
03578P,100000,3,25600,0.25,0.26,0.25,0.26,0.0,2021-03-23
03593P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03607P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03622P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03629P,150000,4,21200,0.14,0.15,0.14,0.14,-0.01,2021-03-23
03632P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03634P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03640P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03642P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03643P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03644P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03646P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03648P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03650P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03657P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03658P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03659P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03660P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03661P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03664P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03666P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03668P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03669C,3000,1,21450,7.15,7.15,7.15,7.15,-0.3,2021-03-23
03670P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03671P,10000,1,100,0.01,0.01,0.01,0.01,0.0,2021-03-23
03672P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03675C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03675P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03676C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03677C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03679C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03683P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03684C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03685P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03686C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03693P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03694C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03694P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03695P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03697P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03700C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03705C,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03706P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03707C,8000,1,268800,33.6,33.6,33.6,33.6,0.7,2021-03-23
03707P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
03708P,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
