StockID,TradeVolume,Transaction,TradeValue,Open,Max,Min,Close,Change,date
073224,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073225,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073226,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073227,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073228,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073229,20000,1,15200,0.76,0.76,0.76,0.76,-0.14,2021-03-23
073230,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073231,23000,4,147450,6.1,6.5,6.1,6.5,1.3,2021-03-23
073232,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073233,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073234,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073235,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073236,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073237,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073238,6000,1,120,0.02,0.02,0.02,0.02,0.0,2021-03-23
073239,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073240,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073241,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073242,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073243,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073244,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073245,30000,1,7800,0.26,0.26,0.26,0.26,-0.01,2021-03-23
073246,305000,5,305630,1.01,1.01,0.9,0.9,-0.09,2021-03-23
073247,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073248,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073249,159000,4,84180,0.52,0.53,0.52,0.53,0.04,2021-03-23
073250,642000,23,315410,0.48,0.53,0.45,0.52,0.02,2021-03-23
073251,1000,1,960,0.96,0.96,0.96,0.96,-0.06,2021-03-23
073252,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073253,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073254,453000,17,325380,0.72,0.73,0.68,0.69,0.01,2021-03-23
073255,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073256,170000,17,527000,3.18,3.18,3.04,3.11,0.09,2021-03-23
073257,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073258,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073259,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073260,1000,1,1850,1.85,1.85,1.85,1.85,0.0,2021-03-23
073261,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073262,70000,3,25200,0.36,0.36,0.36,0.36,-0.02,2021-03-23
073263,170000,1,161500,0.95,0.95,0.95,0.95,-0.06,2021-03-23
073264,40000,3,11100,0.29,0.29,0.27,0.27,0.0,2021-03-23
073265,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073266,13000,3,5640,0.3,0.46,0.3,0.46,0.0,2021-03-23
073267,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073268,10000,1,33100,3.31,3.31,3.31,3.31,0.56,2021-03-23
073269,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073270,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073271,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073272,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073273,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073274,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073275,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073276,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073277,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073278,15000,2,36750,2.45,2.45,2.45,2.45,0.0,2021-03-23
073279,10000,1,1500,0.15,0.15,0.15,0.15,0.0,2021-03-23
073280,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073281,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073282,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073283,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073284,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073285,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073286,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073287,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073288,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073289,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073290,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073291,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073292,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073293,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073294,3000,1,4500,1.5,1.5,1.5,1.5,0.0,2021-03-23
073295,10000,1,1000,0.1,0.1,0.1,0.1,0.0,2021-03-23
073296,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073297,2000,1,1660,0.83,0.83,0.83,0.83,0.01,2021-03-23
073298,1000,1,4100,4.1,4.1,4.1,4.1,0.0,2021-03-23
073299,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073300,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073301,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073302,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073303,50000,1,2000,0.04,0.04,0.04,0.04,0.0,2021-03-23
073304,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073305,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073306,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073307,50000,2,142000,2.84,2.84,2.84,2.84,0.0,2021-03-23
073308,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073309,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073310,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073311,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073312,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073313,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073314,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073315,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073316,3000,1,3360,1.12,1.12,1.12,1.12,0.0,2021-03-23
073317,5000,1,10800,2.16,2.16,2.16,2.16,-0.53,2021-03-23
073318,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073319,39000,3,5850,0.15,0.15,0.15,0.15,-0.01,2021-03-23
073320,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073321,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073322,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073323,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073324,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073325,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073326,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073327,103000,10,142170,1.36,1.43,1.25,1.25,-0.02,2021-03-23
073328,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073329,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073330,130000,5,577030,4.89,4.98,4.33,4.33,0.0,2021-03-23
073331,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073332,213000,26,569720,2.57,2.87,2.57,2.63,0.25,2021-03-23
073333,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073334,208000,3,36360,0.18,0.18,0.17,0.17,-0.05,2021-03-23
073335,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073336,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073337,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073338,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073339,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073340,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073341,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073342,34000,6,69560,2.04,2.2,1.97,2.08,0.32,2021-03-23
073343,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073344,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073345,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073346,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073347,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073348,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073349,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073350,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073351,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073352,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073353,183000,11,97150,0.54,0.55,0.49,0.55,-0.09,2021-03-23
073354,52000,8,35180,0.8,0.8,0.66,0.69,-0.06,2021-03-23
073355,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073356,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073357,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073358,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073359,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073360,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073361,10000,1,37200,3.72,3.72,3.72,3.72,0.0,2021-03-23
073362,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073363,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073364,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073365,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073366,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073367,222000,3,173560,0.8,0.8,0.78,0.78,-0.03,2021-03-23
073368,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073369,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073370,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073371,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073372,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073373,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073374,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073375,12000,4,5080,0.44,0.44,0.39,0.39,0.0,2021-03-23
073376,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073377,90000,13,54620,0.64,0.64,0.57,0.57,-0.06,2021-03-23
073378,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073379,653000,10,363820,0.55,0.59,0.54,0.59,0.02,2021-03-23
073380,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073381,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073382,12000,2,13500,1.11,1.13,1.11,1.13,0.0,2021-03-23
073383,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073384,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073385,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073386,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073387,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073388,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073389,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073390,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073391,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073392,111000,3,4440,0.04,0.04,0.04,0.04,0.0,2021-03-23
073393,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073394,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073395,2000,2,69300,35.1,35.1,34.2,34.2,3.1,2021-03-23
073396,1000,1,24000,24.0,24.0,24.0,24.0,0.0,2021-03-23
073397,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073398,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073399,2000,1,10600,5.3,5.3,5.3,5.3,0.05,2021-03-23
073400,10000,1,88000,8.8,8.8,8.8,8.8,0.6,2021-03-23
073401,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073402,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073403,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073404,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073405,3000,1,7110,2.37,2.37,2.37,2.37,0.07,2021-03-23
073406,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073407,40000,3,62600,1.59,1.61,1.53,1.53,-0.05,2021-03-23
073408,27000,7,72250,2.73,2.73,2.56,2.56,0.02,2021-03-23
073409,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073410,403000,18,373210,0.98,0.98,0.91,0.92,-0.08,2021-03-23
073411,220000,9,236350,1.07,1.09,1.06,1.08,-0.01,2021-03-23
073412,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073413,11000,2,6910,0.63,0.63,0.61,0.61,-0.05,2021-03-23
073414,40000,2,23200,0.58,0.58,0.58,0.58,0.0,2021-03-23
073415,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073416,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073417,20000,2,32000,1.6,1.6,1.6,1.6,0.1,2021-03-23
073418,70000,1,69300,0.99,0.99,0.99,0.99,0.0,2021-03-23
073419,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073420,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073421,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073422,50000,1,23000,0.46,0.46,0.46,0.46,0.02,2021-03-23
073423,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073424,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073425,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073426,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073427,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073428,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073429,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073430,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073431,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073432,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073433,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073434,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073435,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073436,3000,1,60,0.02,0.02,0.02,0.02,0.0,2021-03-23
073437,13000,5,91000,7.0,7.0,7.0,7.0,0.15,2021-03-23
073438,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073439,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073440,10000,1,7700,0.77,0.77,0.77,0.77,-0.12,2021-03-23
073441,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073442,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073443,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073444,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073445,16000,2,51040,3.26,3.26,3.12,3.12,-0.17,2021-03-23
073446,3000,1,1980,0.66,0.66,0.66,0.66,0.0,2021-03-23
073447,48000,6,95160,2.06,2.06,1.88,1.92,-0.07,2021-03-23
073448,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073449,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073450,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073451,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073452,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073453,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073454,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073455,20000,1,22400,1.12,1.12,1.12,1.12,-0.05,2021-03-23
073456,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073457,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073458,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073459,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073460,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073461,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073462,400000,2,246000,0.62,0.62,0.61,0.61,0.0,2021-03-23
073463,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073464,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073465,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073466,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073467,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073468,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073469,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073470,200000,14,566000,2.84,2.84,2.82,2.82,0.0,2021-03-23
073471,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073472,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073473,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073474,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073475,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073476,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073477,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073478,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073479,5000,1,850,0.17,0.17,0.17,0.17,0.0,2021-03-23
073480,18000,1,900,0.05,0.05,0.05,0.05,0.0,2021-03-23
073481,17000,9,30690,1.8,1.83,1.74,1.74,0.02,2021-03-23
073482,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073483,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073484,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073485,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073486,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073487,30000,2,11700,0.39,0.39,0.39,0.39,-0.03,2021-03-23
073488,100000,1,26000,0.26,0.26,0.26,0.26,0.0,2021-03-23
073489,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073490,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073491,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073492,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073493,194000,8,150280,0.79,0.79,0.75,0.75,-0.03,2021-03-23
073494,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073495,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073496,60000,2,40500,0.68,0.68,0.67,0.67,0.0,2021-03-23
073497,7000,4,35540,5.35,5.35,4.74,4.8,-0.04,2021-03-23
073498,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073499,5000,1,4400,0.88,0.88,0.88,0.88,0.03,2021-03-23
073500,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073501,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073502,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073503,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073504,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073505,179000,11,546780,3.02,3.13,3.02,3.03,0.06,2021-03-23
073506,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073507,266000,12,581920,2.23,2.27,2.16,2.16,0.01,2021-03-23
073508,5000,1,10600,2.12,2.12,2.12,2.12,0.0,2021-03-23
073509,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073510,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073511,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073512,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073513,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073514,10000,1,800,0.08,0.08,0.08,0.08,-0.02,2021-03-23
073515,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073516,20000,1,5400,0.27,0.27,0.27,0.27,-0.01,2021-03-23
073517,20000,1,16600,0.83,0.83,0.83,0.83,0.0,2021-03-23
073518,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073519,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073520,86000,3,31820,0.36,0.38,0.36,0.38,0.01,2021-03-23
073521,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073522,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073523,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073524,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073525,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073526,30000,4,42440,1.5,1.5,1.34,1.34,-0.19,2021-03-23
073527,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073528,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073529,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073530,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073531,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073532,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073533,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073534,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073535,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073536,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073537,32000,4,134560,4.33,4.33,4.15,4.15,0.13,2021-03-23
073538,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073539,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073540,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073541,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073542,12000,2,45720,3.77,4.01,3.77,4.01,0.44,2021-03-23
073543,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073544,400000,1,72000,0.18,0.18,0.18,0.18,-0.04,2021-03-23
073545,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073546,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073547,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073548,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073549,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073550,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073551,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073552,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073553,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073554,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073555,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073556,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073557,1181000,17,1048640,0.9,0.93,0.75,0.8,-0.2,2021-03-23
073558,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073559,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073560,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073561,30000,3,102700,3.47,3.47,3.4,3.4,0.1,2021-03-23
073562,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073563,5000,1,12150,2.43,2.43,2.43,2.43,0.2,2021-03-23
073564,369000,40,1297440,3.46,3.6,3.34,3.34,-0.12,2021-03-23
073565,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073566,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073567,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073568,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073569,10000,1,19100,1.91,1.91,1.91,1.91,0.0,2021-03-23
073570,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073571,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073572,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073573,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073574,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073575,10000,1,1500,0.15,0.15,0.15,0.15,0.0,2021-03-23
073576,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073577,50000,1,12000,0.24,0.24,0.24,0.24,0.02,2021-03-23
073578,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073579,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073580,37000,4,131490,3.65,3.65,3.21,3.21,0.1,2021-03-23
073581,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073582,25000,1,53000,2.12,2.12,2.12,2.12,-0.04,2021-03-23
073583,311000,64,586410,1.93,1.97,1.83,1.85,0.07,2021-03-23
073584,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073585,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073586,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073587,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073588,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073589,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073590,30000,4,38850,1.33,1.36,1.21,1.21,-0.05,2021-03-23
073591,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073592,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073593,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073594,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073595,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073596,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073597,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073598,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073599,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073600,10000,1,44600,4.46,4.46,4.46,4.46,0.0,2021-03-23
073601,1000,1,4650,4.65,4.65,4.65,4.65,0.0,2021-03-23
073602,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073603,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
073604,0,0,0,0.0,0.0,0.0,0.0,0.0,2021-03-23
